dat;powiat;nc
2020-06-28;gdański;0
2020-06-28;kartuski;0
2020-06-28;bytowski;1
2020-06-28;malborski;0
2020-06-28;pucki;0
2020-06-28;wejherowski;0
2020-06-28;starogardzki;0
2020-06-28;chojnicki;0
2020-06-28;sztumski;0
2020-06-28;kwidzyński;0
2020-06-28;kościerski;0
2020-06-28;nowodworski;1
2020-06-28;słupski;0
2020-06-28;lęborski;0
2020-06-28;człuchowski;0
2020-06-29;Gdynia;0
2020-06-29;Gdańsk;1
2020-06-29;Słupsk;3
2020-06-29;Sopot;0
2020-06-29;tczewski;0
2020-06-29;gdański;0
2020-06-29;kartuski;0
2020-06-29;bytowski;3
2020-06-29;malborski;2
2020-06-29;pucki;0
2020-06-29;wejherowski;0
2020-06-29;starogardzki;0
2020-06-29;chojnicki;0
2020-06-29;sztumski;0
2020-06-29;kwidzyński;0
2020-06-29;kościerski;0
2020-06-29;nowodworski;0
2020-06-29;słupski;0
2020-06-29;lęborski;0
2020-06-29;człuchowski;0
2020-06-30;Gdynia;0
2020-06-30;Gdańsk;0
2020-06-30;Słupsk;0
2020-06-30;Sopot;0
2020-06-30;tczewski;0
2020-06-30;gdański;0
2020-06-30;kartuski;0
2020-06-30;bytowski;1
2020-06-30;malborski;0
2020-06-30;pucki;0
2020-06-30;wejherowski;0
2020-06-30;starogardzki;0
2020-06-30;chojnicki;0
2020-06-30;sztumski;0
2020-06-30;kwidzyński;0
2020-06-30;kościerski;0
2020-06-30;nowodworski;0
2020-06-30;słupski;0
2020-06-30;lęborski;0
2020-06-30;człuchowski;0
2020-07-02;Gdynia;0
2020-07-02;Gdańsk;3
2020-07-02;Słupsk;1
2020-07-02;Sopot;0
2020-07-02;tczewski;0
2020-07-02;gdański;1
2020-07-02;kartuski;0
2020-07-02;bytowski;0
2020-07-02;malborski;4
2020-07-02;pucki;0
2020-07-02;wejherowski;0
2020-07-02;starogardzki;0
2020-07-02;chojnicki;0
2020-07-02;sztumski;0
2020-07-02;kwidzyński;0
2020-07-02;kościerski;0
2020-07-02;nowodworski;0
2020-07-02;słupski;1
2020-07-02;lęborski;0
2020-07-02;człuchowski;0
2020-07-03;Gdynia;0
2020-07-03;Gdańsk;1
2020-07-03;Słupsk;1
2020-07-03;Sopot;0
2020-07-03;tczewski;0
2020-07-03;gdański;0
2020-07-03;kartuski;0
2020-07-03;bytowski;0
2020-07-03;malborski;1
2020-07-03;pucki;0
2020-07-03;wejherowski;0
2020-07-03;starogardzki;0
2020-07-03;chojnicki;0
2020-07-03;sztumski;0
2020-07-03;kwidzyński;0
2020-07-03;kościerski;0
2020-07-03;nowodworski;0
2020-07-03;słupski;1
2020-07-03;lęborski;0
2020-07-03;człuchowski;0
2020-07-04;Gdynia;1
2020-07-04;Gdańsk;0
2020-07-04;Słupsk;2
2020-07-04;Sopot;0
2020-07-04;tczewski;0
2020-07-04;gdański;0
2020-07-04;kartuski;0
2020-07-04;bytowski;1
2020-07-04;malborski;0
2020-07-04;pucki;0
2020-07-04;wejherowski;0
2020-07-04;starogardzki;0
2020-07-04;chojnicki;0
2020-07-04;sztumski;0
2020-07-04;kwidzyński;0
2020-07-04;kościerski;0
2020-07-04;nowodworski;0
2020-07-04;słupski;0
2020-07-04;lęborski;0
2020-07-04;człuchowski;0
2020-07-05;Gdynia;0
2020-07-05;Gdańsk;1
2020-07-05;Słupsk;1
2020-07-05;Sopot;0
2020-07-05;tczewski;0
2020-07-05;gdański;0
2020-07-05;kartuski;0
2020-07-05;bytowski;0
2020-07-05;malborski;0
2020-07-05;pucki;0
2020-07-05;wejherowski;0
2020-07-05;starogardzki;0
2020-07-05;chojnicki;0
2020-07-05;sztumski;0
2020-07-05;kwidzyński;0
2020-07-05;kościerski;0
2020-07-05;nowodworski;0
2020-07-05;słupski;0
2020-07-05;lęborski;0
2020-07-05;człuchowski;0
2020-07-06;Gdynia;0
2020-07-06;Gdańsk;0
2020-07-06;Słupsk;0
2020-07-06;Sopot;0
2020-07-06;tczewski;0
2020-07-06;gdański;0
2020-07-06;kartuski;0
2020-07-06;bytowski;0
2020-07-06;malborski;0
2020-07-06;pucki;0
2020-07-06;wejherowski;0
2020-07-06;starogardzki;0
2020-07-06;chojnicki;0
2020-07-06;sztumski;0
2020-07-06;kwidzyński;0
2020-07-06;kościerski;0
2020-07-06;nowodworski;0
2020-07-06;słupski;0
2020-07-06;lęborski;0
2020-07-06;człuchowski;1
2020-07-07;Gdynia;0
2020-07-07;Gdańsk;0
2020-07-07;Słupsk;0
2020-07-07;Sopot;0
2020-07-07;tczewski;0
2020-07-07;gdański;0
2020-07-07;kartuski;0
2020-07-07;bytowski;1
2020-07-07;malborski;0
2020-07-07;pucki;0
2020-07-07;wejherowski;0
2020-07-07;starogardzki;0
2020-07-07;chojnicki;0
2020-07-07;sztumski;0
2020-07-07;kwidzyński;0
2020-07-07;kościerski;0
2020-07-07;nowodworski;0
2020-07-07;słupski;1
2020-07-07;lęborski;0
2020-07-07;człuchowski;0
2020-07-08;Gdynia;0
2020-07-08;Gdańsk;1
2020-07-08;Słupsk;0
2020-07-08;Sopot;0
2020-07-08;tczewski;0
2020-07-08;gdański;0
2020-07-08;kartuski;0
2020-07-08;bytowski;0
2020-07-08;malborski;0
2020-07-08;pucki;1
2020-07-08;wejherowski;0
2020-07-08;starogardzki;0
2020-07-08;chojnicki;0
2020-07-08;sztumski;0
2020-07-08;kwidzyński;0
2020-07-08;kościerski;0
2020-07-08;nowodworski;0
2020-07-08;słupski;1
2020-07-08;lęborski;0
2020-07-08;człuchowski;0
2020-07-09;Gdynia;0
2020-07-09;Gdańsk;0
2020-07-09;Słupsk;0
2020-07-09;Sopot;0
2020-07-09;tczewski;0
2020-07-09;gdański;0
2020-07-09;kartuski;0
2020-07-09;bytowski;0
2020-07-09;malborski;0
2020-07-09;pucki;0
2020-07-09;wejherowski;0
2020-07-09;starogardzki;0
2020-07-09;chojnicki;0
2020-07-09;sztumski;0
2020-07-09;kwidzyński;0
2020-07-09;kościerski;0
2020-07-09;nowodworski;0
2020-07-09;słupski;0
2020-07-09;lęborski;0
2020-07-09;człuchowski;0
2020-07-10;Gdynia;0
2020-07-10;Gdańsk;2
2020-07-10;Słupsk;0
2020-07-10;Sopot;0
2020-07-10;tczewski;0
2020-07-10;gdański;0
2020-07-10;kartuski;0
2020-07-10;bytowski;0
2020-07-10;malborski;0
2020-07-10;pucki;7
2020-07-10;wejherowski;0
2020-07-10;starogardzki;0
2020-07-10;chojnicki;0
2020-07-10;sztumski;0
2020-07-10;kwidzyński;0
2020-07-10;kościerski;0
2020-07-10;nowodworski;0
2020-07-10;słupski;0
2020-07-10;lęborski;0
2020-07-10;człuchowski;0
2020-07-11;Gdynia;0
2020-07-11;Gdańsk;1
2020-07-11;Słupsk;0
2020-07-11;Sopot;0
2020-07-11;tczewski;0
2020-07-11;gdański;0
2020-07-11;kartuski;0
2020-07-11;bytowski;1
2020-07-11;malborski;0
2020-07-11;pucki;1
2020-07-11;wejherowski;0
2020-07-11;starogardzki;0
2020-07-11;chojnicki;0
2020-07-11;sztumski;0
2020-07-11;kwidzyński;0
2020-07-11;kościerski;0
2020-07-11;nowodworski;0
2020-07-11;słupski;1
2020-07-11;lęborski;0
2020-07-11;człuchowski;0
2020-07-12;Gdynia;0
2020-07-12;Gdańsk;2
2020-07-12;Słupsk;0
2020-07-12;Sopot;0
2020-07-12;tczewski;0
2020-07-12;gdański;0
2020-07-12;kartuski;0
2020-07-12;bytowski;1
2020-07-12;malborski;0
2020-07-12;pucki;0
2020-07-12;wejherowski;0
2020-07-12;starogardzki;0
2020-07-12;chojnicki;0
2020-07-12;sztumski;1
2020-07-12;kwidzyński;0
2020-07-12;kościerski;0
2020-07-12;nowodworski;0
2020-07-12;słupski;1
2020-07-12;lęborski;0
2020-07-12;człuchowski;0
2020-07-13;Gdynia;0
2020-07-13;Gdańsk;0
2020-07-13;Słupsk;0
2020-07-13;Sopot;0
2020-07-13;tczewski;0
2020-07-13;gdański;0
2020-07-13;kartuski;0
2020-07-13;bytowski;2
2020-07-13;malborski;0
2020-07-13;pucki;0
2020-07-13;wejherowski;0
2020-07-13;starogardzki;0
2020-07-13;chojnicki;0
2020-07-13;sztumski;0
2020-07-13;kwidzyński;0
2020-07-13;kościerski;0
2020-07-13;nowodworski;0
2020-07-13;słupski;0
2020-07-13;lęborski;0
2020-07-13;człuchowski;0
2020-07-14;Gdynia;0
2020-07-14;Gdańsk;0
2020-07-14;Słupsk;1
2020-07-14;Sopot;0
2020-07-14;tczewski;0
2020-07-14;gdański;0
2020-07-14;kartuski;0
2020-07-14;bytowski;0
2020-07-14;malborski;0
2020-07-14;pucki;1
2020-07-14;wejherowski;0
2020-07-14;starogardzki;0
2020-07-14;chojnicki;0
2020-07-14;sztumski;0
2020-07-14;kwidzyński;0
2020-07-14;kościerski;0
2020-07-14;nowodworski;0
2020-07-14;słupski;0
2020-07-14;lęborski;0
2020-07-14;człuchowski;0
2020-07-15;Gdynia;0
2020-07-15;Gdańsk;0
2020-07-15;Słupsk;0
2020-07-15;Sopot;0
2020-07-15;tczewski;0
2020-07-15;gdański;0
2020-07-15;kartuski;0
2020-07-15;bytowski;0
2020-07-15;malborski;0
2020-07-15;pucki;0
2020-07-15;wejherowski;0
2020-07-15;starogardzki;0
2020-07-15;chojnicki;0
2020-07-15;sztumski;0
2020-07-15;kwidzyński;0
2020-07-15;kościerski;0
2020-07-15;nowodworski;0
2020-07-15;słupski;0
2020-07-15;lęborski;0
2020-07-15;człuchowski;0
2020-07-16;Gdynia;1
2020-07-16;Gdańsk;0
2020-07-16;Słupsk;0
2020-07-16;Sopot;0
2020-07-16;tczewski;0
2020-07-16;gdański;0
2020-07-16;kartuski;0
2020-07-16;bytowski;0
2020-07-16;malborski;0
2020-07-16;pucki;0
2020-07-16;wejherowski;0
2020-07-16;starogardzki;0
2020-07-16;chojnicki;0
2020-07-16;sztumski;1
2020-07-16;kwidzyński;0
2020-07-16;kościerski;0
2020-07-16;nowodworski;0
2020-07-16;słupski;1
2020-07-16;lęborski;0
2020-07-16;człuchowski;0
2020-07-17;Gdynia;0
2020-07-17;Gdańsk;1
2020-07-17;Słupsk;0
2020-07-17;Sopot;0
2020-07-17;tczewski;0
2020-07-17;gdański;0
2020-07-17;kartuski;0
2020-07-17;bytowski;1
2020-07-17;malborski;0
2020-07-17;pucki;3
2020-07-17;wejherowski;0
2020-07-17;starogardzki;0
2020-07-17;chojnicki;0
2020-07-17;sztumski;2
2020-07-17;kwidzyński;0
2020-07-17;kościerski;0
2020-07-17;nowodworski;0
2020-07-17;słupski;1
2020-07-17;lęborski;0
2020-07-17;człuchowski;0
2020-07-18;Gdynia;0
2020-07-18;Gdańsk;2
2020-07-18;Słupsk;0
2020-07-18;Sopot;0
2020-07-18;tczewski;0
2020-07-18;gdański;0
2020-07-18;kartuski;1
2020-07-18;bytowski;0
2020-07-18;malborski;0
2020-07-18;pucki;9
2020-07-18;wejherowski;1
2020-07-18;starogardzki;0
2020-07-18;chojnicki;0
2020-07-18;sztumski;0
2020-07-18;kwidzyński;0
2020-07-18;kościerski;0
2020-07-18;nowodworski;0
2020-07-18;słupski;2
2020-07-18;lęborski;0
2020-07-18;człuchowski;0
2020-07-19;Gdynia;1
2020-07-19;Gdańsk;1
2020-07-19;Słupsk;0
2020-07-19;Sopot;0
2020-07-19;tczewski;0
2020-07-19;gdański;0
2020-07-19;kartuski;0
2020-07-19;bytowski;0
2020-07-19;malborski;0
2020-07-19;pucki;0
2020-07-19;wejherowski;0
2020-07-19;starogardzki;0
2020-07-19;chojnicki;0
2020-07-19;sztumski;1
2020-07-19;kwidzyński;0
2020-07-19;kościerski;0
2020-07-19;nowodworski;0
2020-07-19;słupski;1
2020-07-19;lęborski;0
2020-07-19;człuchowski;0
2020-07-20;Gdynia;0
2020-07-20;Gdańsk;0
2020-07-20;Słupsk;0
2020-07-20;Sopot;0
2020-07-20;tczewski;0
2020-07-20;gdański;0
2020-07-20;kartuski;0
2020-07-20;bytowski;0
2020-07-20;malborski;0
2020-07-20;pucki;0
2020-07-20;wejherowski;1
2020-07-20;starogardzki;0
2020-07-20;chojnicki;0
2020-07-20;sztumski;0
2020-07-20;kwidzyński;0
2020-07-20;kościerski;0
2020-07-20;nowodworski;0
2020-07-20;słupski;0
2020-07-20;lęborski;0
2020-07-20;człuchowski;0
2020-07-21;Gdynia;0
2020-07-21;Gdańsk;1
2020-07-21;Słupsk;4
2020-07-21;Sopot;0
2020-07-21;tczewski;0
2020-07-21;gdański;1
2020-07-21;kartuski;0
2020-07-21;bytowski;0
2020-07-21;malborski;0
2020-07-21;pucki;3
2020-07-21;wejherowski;0
2020-07-21;starogardzki;0
2020-07-21;chojnicki;0
2020-07-21;sztumski;0
2020-07-21;kwidzyński;0
2020-07-21;kościerski;0
2020-07-21;nowodworski;0
2020-07-21;słupski;6
2020-07-21;lęborski;0
2020-07-21;człuchowski;0
2020-07-22;Gdynia;2
2020-07-22;Gdańsk;2
2020-07-22;Słupsk;0
2020-07-22;Sopot;0
2020-07-22;tczewski;1
2020-07-22;gdański;1
2020-07-22;kartuski;0
2020-07-22;bytowski;0
2020-07-22;malborski;1
2020-07-22;pucki;5
2020-07-22;wejherowski;0
2020-07-22;starogardzki;0
2020-07-22;chojnicki;0
2020-07-22;sztumski;0
2020-07-22;kwidzyński;0
2020-07-22;kościerski;0
2020-07-22;nowodworski;0
2020-07-22;słupski;1
2020-07-22;lęborski;0
2020-07-22;człuchowski;0
2020-07-23;Gdynia;0
2020-07-23;Gdańsk;2
2020-07-23;Słupsk;0
2020-07-23;Sopot;0
2020-07-23;tczewski;1
2020-07-23;gdański;0
2020-07-23;kartuski;0
2020-07-23;bytowski;0
2020-07-23;malborski;0
2020-07-23;pucki;0
2020-07-23;wejherowski;0
2020-07-23;starogardzki;0
2020-07-23;chojnicki;0
2020-07-23;sztumski;0
2020-07-23;kwidzyński;0
2020-07-23;kościerski;0
2020-07-23;nowodworski;0
2020-07-23;słupski;0
2020-07-23;lęborski;1
2020-07-23;człuchowski;0
2020-07-24;Gdynia;0
2020-07-24;Gdańsk;3
2020-07-24;Słupsk;1
2020-07-24;Sopot;0
2020-07-24;tczewski;0
2020-07-24;gdański;0
2020-07-24;kartuski;0
2020-07-24;bytowski;0
2020-07-24;malborski;0
2020-07-24;pucki;1
2020-07-24;wejherowski;2
2020-07-24;starogardzki;0
2020-07-24;chojnicki;0
2020-07-24;sztumski;0
2020-07-24;kwidzyński;0
2020-07-24;kościerski;0
2020-07-24;nowodworski;0
2020-07-24;słupski;2
2020-07-24;lęborski;0
2020-07-24;człuchowski;0
2020-07-25;Gdynia;7
2020-07-25;Gdańsk;6
2020-07-25;Słupsk;2
2020-07-25;Sopot;1
2020-07-25;tczewski;0
2020-07-25;gdański;0
2020-07-25;kartuski;0
2020-07-25;bytowski;0
2020-07-25;malborski;0
2020-07-25;pucki;3
2020-07-25;wejherowski;1
2020-07-25;starogardzki;0
2020-07-25;chojnicki;0
2020-07-25;sztumski;0
2020-07-25;kwidzyński;0
2020-07-25;kościerski;0
2020-07-25;nowodworski;0
2020-07-25;słupski;3
2020-07-25;lęborski;0
2020-07-25;człuchowski;0
2020-07-26;Gdynia;0
2020-07-26;Gdańsk;5
2020-07-26;Słupsk;2
2020-07-26;Sopot;0
2020-07-26;tczewski;2
2020-07-26;gdański;0
2020-07-26;kartuski;5
2020-07-26;bytowski;0
2020-07-26;malborski;0
2020-07-26;pucki;0
2020-07-26;wejherowski;0
2020-07-26;starogardzki;0
2020-07-26;chojnicki;0
2020-07-26;sztumski;0
2020-07-26;kwidzyński;0
2020-07-26;kościerski;0
2020-07-26;nowodworski;0
2020-07-26;słupski;5
2020-07-26;lęborski;0
2020-07-26;człuchowski;0
2020-07-27;Gdynia;0
2020-07-27;Gdańsk;3
2020-07-27;Słupsk;0
2020-07-27;Sopot;0
2020-07-27;tczewski;0
2020-07-27;gdański;0
2020-07-27;kartuski;0
2020-07-27;bytowski;0
2020-07-27;malborski;0
2020-07-27;pucki;0
2020-07-27;wejherowski;0
2020-07-27;starogardzki;0
2020-07-27;chojnicki;0
2020-07-27;sztumski;0
2020-07-27;kwidzyński;0
2020-07-27;kościerski;0
2020-07-27;nowodworski;0
2020-07-27;słupski;0
2020-07-27;lęborski;0
2020-07-27;człuchowski;0
2020-07-28;Gdynia;4
2020-07-28;Gdańsk;8
2020-07-28;Słupsk;1
2020-07-28;Sopot;1
2020-07-28;tczewski;0
2020-07-28;gdański;0
2020-07-28;kartuski;0
2020-07-28;bytowski;0
2020-07-28;malborski;0
2020-07-28;pucki;0
2020-07-28;wejherowski;1
2020-07-28;starogardzki;0
2020-07-28;chojnicki;0
2020-07-28;sztumski;0
2020-07-28;kwidzyński;0
2020-07-28;kościerski;0
2020-07-28;nowodworski;0
2020-07-28;słupski;0
2020-07-28;lęborski;0
2020-07-28;człuchowski;0
2020-07-29;Gdynia;1
2020-07-29;Gdańsk;12
2020-07-29;Słupsk;2
2020-07-29;Sopot;0
2020-07-29;tczewski;5
2020-07-29;gdański;0
2020-07-29;kartuski;0
2020-07-29;bytowski;0
2020-07-29;malborski;5
2020-07-29;pucki;2
2020-07-29;wejherowski;1
2020-07-29;starogardzki;0
2020-07-29;chojnicki;0
2020-07-29;sztumski;0
2020-07-29;kwidzyński;0
2020-07-29;kościerski;0
2020-07-29;nowodworski;0
2020-07-29;słupski;0
2020-07-29;lęborski;0
2020-07-29;człuchowski;0
2020-07-30;Gdynia;2
2020-07-30;Gdańsk;3
2020-07-30;Słupsk;1
2020-07-30;Sopot;2
2020-07-30;tczewski;0
2020-07-30;gdański;1
2020-07-30;kartuski;1
2020-07-30;bytowski;0
2020-07-30;malborski;0
2020-07-30;pucki;0
2020-07-30;wejherowski;0
2020-07-30;starogardzki;0
2020-07-30;chojnicki;0
2020-07-30;sztumski;0
2020-07-30;kwidzyński;0
2020-07-30;kościerski;0
2020-07-30;nowodworski;0
2020-07-30;słupski;2
2020-07-30;lęborski;0
2020-07-30;człuchowski;0
2020-07-31;Gdynia;2
2020-07-31;Gdańsk;7
2020-07-31;Słupsk;1
2020-07-31;Sopot;0
2020-07-31;tczewski;1
2020-07-31;gdański;0
2020-07-31;kartuski;0
2020-07-31;bytowski;0
2020-07-31;malborski;0
2020-07-31;pucki;0
2020-07-31;wejherowski;1
2020-07-31;starogardzki;1
2020-07-31;chojnicki;0
2020-07-31;sztumski;0
2020-07-31;kwidzyński;0
2020-07-31;kościerski;0
2020-07-31;nowodworski;0
2020-07-31;słupski;2
2020-07-31;lęborski;0
2020-07-31;człuchowski;0
2020-08-01;Gdynia;4
2020-08-01;Gdańsk;9
2020-08-01;Słupsk;0
2020-08-01;Sopot;1
2020-08-01;tczewski;0
2020-08-01;gdański;0
2020-08-01;kartuski;0
2020-08-01;bytowski;0
2020-08-01;malborski;0
2020-08-01;pucki;2
2020-08-01;wejherowski;1
2020-08-01;starogardzki;0
2020-08-01;chojnicki;0
2020-08-01;sztumski;0
2020-08-01;kwidzyński;0
2020-08-01;kościerski;0
2020-08-01;nowodworski;0
2020-08-01;słupski;0
2020-08-01;lęborski;0
2020-08-01;człuchowski;0
2020-08-02;Gdynia;1
2020-08-02;Gdańsk;14
2020-08-02;Słupsk;1
2020-08-02;Sopot;0
2020-08-02;tczewski;3
2020-08-02;gdański;1
2020-08-02;kartuski;2
2020-08-02;bytowski;0
2020-08-02;malborski;0
2020-08-02;pucki;0
2020-08-02;wejherowski;1
2020-08-02;starogardzki;0
2020-08-02;chojnicki;0
2020-08-02;sztumski;0
2020-08-02;kwidzyński;0
2020-08-02;kościerski;0
2020-08-02;nowodworski;0
2020-08-02;słupski;1
2020-08-02;lęborski;0
2020-08-02;człuchowski;0
2020-08-03;Gdynia;1
2020-08-03;Gdańsk;6
2020-08-03;Słupsk;0
2020-08-03;Sopot;0
2020-08-03;tczewski;0
2020-08-03;gdański;2
2020-08-03;kartuski;1
2020-08-03;bytowski;0
2020-08-03;malborski;0
2020-08-03;pucki;10
2020-08-03;wejherowski;0
2020-08-03;starogardzki;0
2020-08-03;chojnicki;0
2020-08-03;sztumski;0
2020-08-03;kwidzyński;0
2020-08-03;kościerski;0
2020-08-03;nowodworski;0
2020-08-03;słupski;0
2020-08-03;lęborski;0
2020-08-03;człuchowski;0
2020-08-04;Gdynia;4
2020-08-04;Gdańsk;6
2020-08-04;Słupsk;0
2020-08-04;Sopot;1
2020-08-04;tczewski;0
2020-08-04;gdański;0
2020-08-04;kartuski;0
2020-08-04;bytowski;0
2020-08-04;malborski;0
2020-08-04;pucki;0
2020-08-04;wejherowski;1
2020-08-04;starogardzki;1
2020-08-04;chojnicki;0
2020-08-04;sztumski;0
2020-08-04;kwidzyński;0
2020-08-04;kościerski;0
2020-08-04;nowodworski;0
2020-08-04;słupski;3
2020-08-04;lęborski;0
2020-08-04;człuchowski;1
2020-08-05;Gdynia;3
2020-08-05;Gdańsk;7
2020-08-05;Słupsk;0
2020-08-05;Sopot;0
2020-08-05;tczewski;1
2020-08-05;gdański;2
2020-08-05;kartuski;0
2020-08-05;bytowski;0
2020-08-05;malborski;0
2020-08-05;pucki;2
2020-08-05;wejherowski;2
2020-08-05;starogardzki;0
2020-08-05;chojnicki;0
2020-08-05;sztumski;0
2020-08-05;kwidzyński;0
2020-08-05;kościerski;0
2020-08-05;nowodworski;0
2020-08-05;słupski;0
2020-08-05;lęborski;0
2020-08-05;człuchowski;0
2020-08-06;Gdynia;1
2020-08-06;Gdańsk;12
2020-08-06;Słupsk;2
2020-08-06;Sopot;4
2020-08-06;tczewski;1
2020-08-06;gdański;0
2020-08-06;kartuski;2
2020-08-06;bytowski;0
2020-08-06;malborski;1
2020-08-06;pucki;0
2020-08-06;wejherowski;3
2020-08-06;starogardzki;1
2020-08-06;chojnicki;0
2020-08-06;sztumski;2
2020-08-06;kwidzyński;0
2020-08-06;kościerski;0
2020-08-06;nowodworski;0
2020-08-06;słupski;0
2020-08-06;lęborski;0
2020-08-06;człuchowski;0
2020-08-07;Gdynia;6
2020-08-07;Gdańsk;18
2020-08-07;Słupsk;0
2020-08-07;Sopot;0
2020-08-07;tczewski;0
2020-08-07;gdański;2
2020-08-07;kartuski;4
2020-08-07;bytowski;0
2020-08-07;malborski;0
2020-08-07;pucki;4
2020-08-07;wejherowski;0
2020-08-07;starogardzki;2
2020-08-07;chojnicki;1
2020-08-07;sztumski;0
2020-08-07;kwidzyński;0
2020-08-07;kościerski;2
2020-08-07;nowodworski;0
2020-08-07;słupski;1
2020-08-07;lęborski;1
2020-08-07;człuchowski;0
2020-08-08;Gdynia;4
2020-08-08;Gdańsk;12
2020-08-08;Słupsk;1
2020-08-08;Sopot;0
2020-08-08;tczewski;0
2020-08-08;gdański;1
2020-08-08;kartuski;20
2020-08-08;bytowski;0
2020-08-08;malborski;0
2020-08-08;pucki;2
2020-08-08;wejherowski;9
2020-08-08;starogardzki;3
2020-08-08;chojnicki;1
2020-08-08;sztumski;0
2020-08-08;kwidzyński;0
2020-08-08;kościerski;0
2020-08-08;nowodworski;0
2020-08-08;słupski;0
2020-08-08;lęborski;0
2020-08-08;człuchowski;0
2020-08-09;Gdynia;1
2020-08-09;Gdańsk;12
2020-08-09;Słupsk;5
2020-08-09;Sopot;1
2020-08-09;tczewski;0
2020-08-09;gdański;5
2020-08-09;kartuski;0
2020-08-09;bytowski;0
2020-08-09;malborski;0
2020-08-09;pucki;3
2020-08-09;wejherowski;9
2020-08-09;starogardzki;1
2020-08-09;chojnicki;0
2020-08-09;sztumski;0
2020-08-09;kwidzyński;1
2020-08-09;kościerski;0
2020-08-09;nowodworski;0
2020-08-09;słupski;1
2020-08-09;lęborski;1
2020-08-09;człuchowski;0
2020-08-10;Gdynia;5
2020-08-10;Gdańsk;14
2020-08-10;Słupsk;2
2020-08-10;Sopot;1
2020-08-10;tczewski;1
2020-08-10;gdański;2
2020-08-10;kartuski;0
2020-08-10;bytowski;0
2020-08-10;malborski;0
2020-08-10;pucki;4
2020-08-10;wejherowski;7
2020-08-10;starogardzki;1
2020-08-10;chojnicki;0
2020-08-10;sztumski;4
2020-08-10;kwidzyński;2
2020-08-10;kościerski;2
2020-08-10;nowodworski;1
2020-08-10;słupski;1
2020-08-10;lęborski;1
2020-08-10;człuchowski;0
2020-08-11;Gdynia;5
2020-08-11;Gdańsk;5
2020-08-11;Słupsk;1
2020-08-11;Sopot;0
2020-08-11;tczewski;2
2020-08-11;gdański;0
2020-08-11;kartuski;2
2020-08-11;bytowski;0
2020-08-11;malborski;1
2020-08-11;pucki;5
2020-08-11;wejherowski;3
2020-08-11;starogardzki;5
2020-08-11;chojnicki;0
2020-08-11;sztumski;1
2020-08-11;kwidzyński;0
2020-08-11;kościerski;0
2020-08-11;nowodworski;0
2020-08-11;słupski;0
2020-08-11;lęborski;0
2020-08-11;człuchowski;0
2020-08-12;Gdynia;7
2020-08-12;Gdańsk;27
2020-08-12;Słupsk;0
2020-08-12;Sopot;2
2020-08-12;tczewski;1
2020-08-12;gdański;2
2020-08-12;kartuski;7
2020-08-12;bytowski;1
2020-08-12;malborski;0
2020-08-12;pucki;8
2020-08-12;wejherowski;7
2020-08-12;starogardzki;1
2020-08-12;chojnicki;0
2020-08-12;sztumski;0
2020-08-12;kwidzyński;0
2020-08-12;kościerski;0
2020-08-12;nowodworski;0
2020-08-12;słupski;1
2020-08-12;lęborski;11
2020-08-12;człuchowski;0
2020-08-13;Gdynia;7
2020-08-13;Gdańsk;14
2020-08-13;Słupsk;1
2020-08-13;Sopot;1
2020-08-13;tczewski;2
2020-08-13;gdański;4
2020-08-13;kartuski;8
2020-08-13;bytowski;0
2020-08-13;malborski;1
2020-08-13;pucki;1
2020-08-13;wejherowski;6
2020-08-13;starogardzki;3
2020-08-13;chojnicki;0
2020-08-13;sztumski;5
2020-08-13;kwidzyński;4
2020-08-13;kościerski;0
2020-08-13;nowodworski;0
2020-08-13;słupski;0
2020-08-13;lęborski;4
2020-08-13;człuchowski;0
2020-08-14;Gdynia;6
2020-08-14;Gdańsk;13
2020-08-14;Słupsk;0
2020-08-14;Sopot;3
2020-08-14;tczewski;1
2020-08-14;gdański;3
2020-08-14;kartuski;5
2020-08-14;bytowski;2
2020-08-14;malborski;1
2020-08-14;pucki;7
2020-08-14;wejherowski;0
2020-08-14;starogardzki;2
2020-08-14;chojnicki;1
2020-08-14;sztumski;2
2020-08-14;kwidzyński;7
2020-08-14;kościerski;0
2020-08-14;nowodworski;1
2020-08-14;słupski;0
2020-08-14;lęborski;0
2020-08-14;człuchowski;0
2020-08-15;Gdynia;6
2020-08-15;Gdańsk;16
2020-08-15;Słupsk;0
2020-08-15;Sopot;1
2020-08-15;tczewski;5
2020-08-15;gdański;3
2020-08-15;kartuski;6
2020-08-15;bytowski;0
2020-08-15;malborski;0
2020-08-15;pucki;7
2020-08-15;wejherowski;3
2020-08-15;starogardzki;10
2020-08-15;chojnicki;1
2020-08-15;sztumski;2
2020-08-15;kwidzyński;0
2020-08-15;kościerski;2
2020-08-15;nowodworski;2
2020-08-15;słupski;1
2020-08-15;lęborski;0
2020-08-15;człuchowski;0
2020-08-16;Gdynia;10
2020-08-16;Gdańsk;24
2020-08-16;Słupsk;2
2020-08-16;Sopot;4
2020-08-16;tczewski;3
2020-08-16;gdański;1
2020-08-16;kartuski;5
2020-08-16;bytowski;0
2020-08-16;malborski;4
2020-08-16;pucki;1
2020-08-16;wejherowski;3
2020-08-16;starogardzki;12
2020-08-16;chojnicki;0
2020-08-16;sztumski;8
2020-08-16;kwidzyński;5
2020-08-16;kościerski;0
2020-08-16;nowodworski;2
2020-08-16;słupski;1
2020-08-16;lęborski;0
2020-08-16;człuchowski;0
