dat;powiat;nc
2020-10-04;kwidzyński;17
2020-10-04;kościerski;5
2020-10-04;nowodworski;4
2020-10-04;słupski;8
2020-10-04;lęborski;5
2020-10-04;człuchowski;2
2020-10-05;Gdynia;24
2020-10-05;Gdańsk;57
2020-10-05;Słupsk;3
2020-10-05;Sopot;1
2020-10-05;tczewski;8
2020-10-05;gdański;8
2020-10-05;kartuski;17
2020-10-05;bytowski;2
2020-10-05;malborski;1
2020-10-05;pucki;17
2020-10-05;wejherowski;18
2020-10-05;starogardzki;14
2020-10-05;chojnicki;4
2020-10-05;sztumski;2
2020-10-05;kwidzyński;8
2020-10-05;kościerski;7
2020-10-05;nowodworski;1
2020-10-05;słupski;6
2020-10-05;lęborski;3
2020-10-05;człuchowski;1
2020-10-06;Gdynia;11
2020-10-06;Gdańsk;62
2020-10-06;Słupsk;7
2020-10-06;Sopot;1
2020-10-06;tczewski;5
2020-10-06;gdański;8
2020-10-06;kartuski;24
2020-10-06;bytowski;3
2020-10-06;malborski;0
2020-10-06;pucki;23
2020-10-06;wejherowski;4
2020-10-06;starogardzki;8
2020-10-06;chojnicki;14
2020-10-06;sztumski;1
2020-10-06;kwidzyński;5
2020-10-06;kościerski;8
2020-10-06;nowodworski;4
2020-10-06;słupski;4
2020-10-06;lęborski;5
2020-10-06;człuchowski;2
2020-10-07;Gdynia;27
2020-10-07;Gdańsk;28
2020-10-07;Słupsk;15
2020-10-07;Sopot;2
2020-10-07;tczewski;13
2020-10-07;gdański;13
2020-10-07;kartuski;20
2020-10-07;bytowski;3
2020-10-07;malborski;3
2020-10-07;pucki;8
2020-10-07;wejherowski;5
2020-10-07;starogardzki;13
2020-10-07;chojnicki;3
2020-10-07;sztumski;1
2020-10-07;kwidzyński;5
2020-10-07;kościerski;18
2020-10-07;nowodworski;1
2020-10-07;słupski;7
2020-10-07;lęborski;9
2020-10-07;człuchowski;0
2020-10-08;Gdynia;30
2020-10-08;Gdańsk;66
2020-10-08;Słupsk;8
2020-10-08;Sopot;5
2020-10-08;tczewski;16
2020-10-08;gdański;16
2020-10-08;kartuski;0
2020-10-08;bytowski;5
2020-10-08;malborski;4
2020-10-08;pucki;20
2020-10-08;wejherowski;10
2020-10-08;starogardzki;20
2020-10-08;chojnicki;19
2020-10-08;sztumski;1
2020-10-08;kwidzyński;21
2020-10-08;kościerski;6
2020-10-08;nowodworski;2
2020-10-08;słupski;20
2020-10-08;lęborski;10
2020-10-08;człuchowski;0
2020-10-09;Gdynia;35
2020-10-09;Gdańsk;37
2020-10-09;Słupsk;13
2020-10-09;Sopot;4
2020-10-09;tczewski;8
2020-10-09;gdański;8
2020-10-09;kartuski;37
2020-10-09;bytowski;4
2020-10-09;malborski;4
2020-10-09;pucki;16
2020-10-09;wejherowski;86
2020-10-09;starogardzki;31
2020-10-09;chojnicki;16
2020-10-09;sztumski;2
2020-10-09;kwidzyński;22
2020-10-09;kościerski;16
2020-10-09;nowodworski;1
2020-10-09;słupski;7
2020-10-09;lęborski;15
2020-10-09;człuchowski;2
2020-10-10;Gdynia;37
2020-10-10;Gdańsk;82
2020-10-10;Słupsk;9
2020-10-10;Sopot;6
2020-10-10;tczewski;0
2020-10-10;gdański;0
2020-10-10;kartuski;0
2020-10-10;bytowski;0
2020-10-10;malborski;0
2020-10-10;pucki;1
2020-10-10;wejherowski;1
2020-10-10;starogardzki;1
2020-10-10;chojnicki;0
2020-10-10;sztumski;0
2020-10-10;kwidzyński;0
2020-10-10;kościerski;0
2020-10-10;nowodworski;0
2020-10-10;słupski;0
2020-10-10;lęborski;0
2020-10-10;człuchowski;0
2020-10-11;Gdynia;33
2020-10-11;Gdańsk;50
2020-10-11;Słupsk;17
2020-10-11;Sopot;4
2020-10-11;tczewski;0
2020-10-11;gdański;0
2020-10-11;kartuski;0
2020-10-11;bytowski;0
2020-10-11;malborski;0
2020-10-11;pucki;0
2020-10-11;wejherowski;2
2020-10-11;starogardzki;0
2020-10-11;chojnicki;0
2020-10-11;sztumski;0
2020-10-11;kwidzyński;0
2020-10-11;kościerski;0
2020-10-11;nowodworski;1
2020-10-11;słupski;0
2020-10-11;lęborski;0
2020-10-11;człuchowski;0
2020-10-12;Gdynia;20
2020-10-12;Gdańsk;92
2020-10-12;Słupsk;7
2020-10-12;Sopot;7
2020-10-12;tczewski;0
2020-10-12;gdański;0
2020-10-12;kartuski;0
2020-10-12;bytowski;0
2020-10-12;malborski;0
2020-10-12;pucki;0
2020-10-12;wejherowski;1
2020-10-12;starogardzki;0
2020-10-12;chojnicki;0
2020-10-12;sztumski;0
2020-10-12;kwidzyński;0
2020-10-12;kościerski;0
2020-10-12;nowodworski;0
2020-10-12;słupski;0
2020-10-12;lęborski;0
2020-10-12;człuchowski;0
2020-10-13;Gdynia;42
2020-10-13;Gdańsk;57
2020-10-13;Słupsk;7
2020-10-13;Sopot;7
2020-10-13;tczewski;9
2020-10-13;gdański;10
2020-10-13;kartuski;41
2020-10-13;bytowski;10
2020-10-13;malborski;1
2020-10-13;pucki;12
2020-10-13;wejherowski;50
2020-10-13;starogardzki;29
2020-10-13;chojnicki;4
2020-10-13;sztumski;4
2020-10-13;kwidzyński;1
2020-10-13;kościerski;9
2020-10-13;nowodworski;2
2020-10-13;słupski;3
2020-10-13;lęborski;17
2020-10-13;człuchowski;3
2020-10-14;Gdynia;23
2020-10-14;Gdańsk;73
2020-10-14;Słupsk;15
2020-10-14;Sopot;18
2020-10-14;tczewski;20
2020-10-14;gdański;11
2020-10-14;kartuski;40
2020-10-14;bytowski;6
2020-10-14;malborski;7
2020-10-14;pucki;36
2020-10-14;wejherowski;19
2020-10-14;starogardzki;16
2020-10-14;chojnicki;12
2020-10-14;sztumski;3
2020-10-14;kwidzyński;12
2020-10-14;kościerski;4
2020-10-14;nowodworski;4
2020-10-14;słupski;14
2020-10-14;lęborski;11
2020-10-14;człuchowski;0
2020-10-15;Gdynia;42
2020-10-15;Gdańsk;63
2020-10-15;Słupsk;22
2020-10-15;Sopot;15
2020-10-15;tczewski;18
2020-10-15;gdański;35
2020-10-15;kartuski;26
2020-10-15;bytowski;23
2020-10-15;malborski;10
2020-10-15;pucki;20
2020-10-15;wejherowski;26
2020-10-15;starogardzki;36
2020-10-15;chojnicki;41
2020-10-15;sztumski;1
2020-10-15;kwidzyński;25
2020-10-15;kościerski;10
2020-10-15;nowodworski;5
2020-10-15;słupski;17
2020-10-15;lęborski;14
2020-10-15;człuchowski;9
2020-10-16;Gdynia;48
2020-10-16;Gdańsk;98
2020-10-16;Słupsk;32
2020-10-16;Sopot;14
2020-10-16;tczewski;12
2020-10-16;gdański;19
2020-10-16;kartuski;48
2020-10-16;bytowski;12
2020-10-16;malborski;10
2020-10-16;pucki;28
2020-10-16;wejherowski;64
2020-10-16;starogardzki;45
2020-10-16;chojnicki;11
2020-10-16;sztumski;1
2020-10-16;kwidzyński;32
2020-10-16;kościerski;20
2020-10-16;nowodworski;5
2020-10-16;słupski;25
2020-10-16;lęborski;18
2020-10-16;człuchowski;5
2020-10-17;Gdynia;48
2020-10-17;Gdańsk;109
2020-10-17;Słupsk;31
2020-10-17;Sopot;7
2020-10-17;tczewski;19
2020-10-17;gdański;32
2020-10-17;kartuski;86
2020-10-17;bytowski;20
2020-10-17;malborski;20
2020-10-17;pucki;24
2020-10-17;wejherowski;41
2020-10-17;starogardzki;28
2020-10-17;chojnicki;29
2020-10-17;sztumski;6
2020-10-17;kwidzyński;0
2020-10-17;kościerski;0
2020-10-17;nowodworski;6
2020-10-17;słupski;8
2020-10-17;lęborski;28
2020-10-17;człuchowski;7
2020-10-18;Gdynia;26
2020-10-18;Gdańsk;86
2020-10-18;Słupsk;32
2020-10-18;Sopot;10
2020-10-18;tczewski;22
2020-10-18;gdański;16
2020-10-18;kartuski;26
2020-10-18;bytowski;28
2020-10-18;malborski;13
2020-10-18;pucki;18
2020-10-18;wejherowski;20
2020-10-18;starogardzki;27
2020-10-18;chojnicki;44
2020-10-18;sztumski;1
2020-10-18;kwidzyński;17
2020-10-18;kościerski;14
2020-10-18;nowodworski;3
2020-10-18;słupski;11
2020-10-18;lęborski;8
2020-10-18;człuchowski;5
2020-10-19;Gdynia;45
2020-10-19;Gdańsk;102
2020-10-19;Słupsk;10
2020-10-19;Sopot;2
2020-10-19;tczewski;23
2020-10-19;gdański;23
2020-10-19;kartuski;37
2020-10-19;bytowski;20
2020-10-19;malborski;7
2020-10-19;pucki;16
2020-10-19;wejherowski;32
2020-10-19;starogardzki;58
2020-10-19;chojnicki;24
2020-10-19;sztumski;11
2020-10-19;kwidzyński;13
2020-10-19;kościerski;18
2020-10-19;nowodworski;9
2020-10-19;słupski;11
2020-10-19;lęborski;10
2020-10-19;człuchowski;10
2020-10-20;Gdynia;31
2020-10-20;Gdańsk;97
2020-10-20;Słupsk;15
2020-10-20;Sopot;15
2020-10-20;tczewski;19
2020-10-20;gdański;15
2020-10-20;kartuski;72
2020-10-20;bytowski;18
2020-10-20;malborski;6
2020-10-20;pucki;22
2020-10-20;wejherowski;64
2020-10-20;starogardzki;38
2020-10-20;chojnicki;18
2020-10-20;sztumski;4
2020-10-20;kwidzyński;10
2020-10-20;kościerski;7
2020-10-20;nowodworski;2
2020-10-20;słupski;14
2020-10-20;lęborski;10
2020-10-20;człuchowski;7
2020-10-21;Gdynia;51
2020-10-21;Gdańsk;127
2020-10-21;Słupsk;31
2020-10-21;Sopot;14
2020-10-21;tczewski;18
2020-10-21;gdański;23
2020-10-21;kartuski;40
2020-10-21;bytowski;17
2020-10-21;malborski;23
2020-10-21;pucki;25
2020-10-21;wejherowski;31
2020-10-21;starogardzki;49
2020-10-21;chojnicki;11
2020-10-21;sztumski;4
2020-10-21;kwidzyński;18
2020-10-21;kościerski;19
2020-10-21;nowodworski;6
2020-10-21;słupski;19
2020-10-21;lęborski;19
2020-10-21;człuchowski;3
2020-10-22;Gdynia;58
2020-10-22;Gdańsk;116
2020-10-22;Słupsk;30
2020-10-22;Sopot;7
2020-10-22;tczewski;20
2020-10-22;gdański;13
2020-10-22;kartuski;41
2020-10-22;bytowski;62
2020-10-22;malborski;34
2020-10-22;pucki;20
2020-10-22;wejherowski;68
2020-10-22;starogardzki;41
2020-10-22;chojnicki;48
2020-10-22;sztumski;20
2020-10-22;kwidzyński;18
2020-10-22;kościerski;41
2020-10-22;nowodworski;17
2020-10-22;słupski;24
2020-10-22;lęborski;22
2020-10-22;człuchowski;10
2020-10-23;Gdynia;77
2020-10-23;Gdańsk;108
2020-10-23;Słupsk;29
2020-10-23;Sopot;13
2020-10-23;tczewski;31
2020-10-23;gdański;21
2020-10-23;kartuski;49
2020-10-23;bytowski;36
2020-10-23;malborski;22
2020-10-23;pucki;49
2020-10-23;wejherowski;88
2020-10-23;starogardzki;33
2020-10-23;chojnicki;21
2020-10-23;sztumski;14
2020-10-23;kwidzyński;18
2020-10-23;kościerski;27
2020-10-23;nowodworski;24
2020-10-23;słupski;29
2020-10-23;lęborski;47
2020-10-23;człuchowski;5
2020-10-24;Gdynia;77
2020-10-24;Gdańsk;115
2020-10-24;Słupsk;44
2020-10-24;Sopot;14
2020-10-24;tczewski;29
2020-10-24;gdański;36
2020-10-24;kartuski;75
2020-10-24;bytowski;42
2020-10-24;malborski;26
2020-10-24;pucki;18
2020-10-24;wejherowski;56
2020-10-24;starogardzki;40
2020-10-24;chojnicki;34
2020-10-24;sztumski;15
2020-10-24;kwidzyński;23
2020-10-24;kościerski;25
2020-10-24;nowodworski;22
2020-10-24;słupski;33
2020-10-24;lęborski;34
2020-10-24;człuchowski;18
2020-10-25;Gdynia;42
2020-10-25;Gdańsk;76
2020-10-25;Słupsk;36
2020-10-25;Sopot;9
2020-10-25;tczewski;35
2020-10-25;gdański;30
2020-10-25;kartuski;55
2020-10-25;bytowski;11
2020-10-25;malborski;4
2020-10-25;pucki;29
2020-10-25;wejherowski;0
2020-10-25;starogardzki;30
2020-10-25;chojnicki;24
2020-10-25;sztumski;12
2020-10-25;kwidzyński;21
2020-10-25;kościerski;17
2020-10-25;nowodworski;14
2020-10-25;słupski;15
2020-10-25;lęborski;27
2020-10-25;człuchowski;12
2020-10-26;Gdynia;77
2020-10-26;Gdańsk;75
2020-10-26;Słupsk;21
2020-10-26;Sopot;7
2020-10-26;tczewski;83
2020-10-26;gdański;27
2020-10-26;kartuski;66
2020-10-26;bytowski;27
2020-10-26;malborski;30
2020-10-26;pucki;28
2020-10-26;wejherowski;51
2020-10-26;starogardzki;50
2020-10-26;chojnicki;23
2020-10-26;sztumski;7
2020-10-26;kwidzyński;24
2020-10-26;kościerski;24
2020-10-26;nowodworski;10
2020-10-26;słupski;17
2020-10-26;lęborski;20
2020-10-26;człuchowski;5
2020-10-27;Gdynia;67
2020-10-27;Gdańsk;86
2020-10-27;Słupsk;25
2020-10-27;Sopot;9
2020-10-27;tczewski;35
2020-10-27;gdański;26
2020-10-27;kartuski;43
2020-10-27;bytowski;35
2020-10-27;malborski;32
2020-10-27;pucki;39
2020-10-27;wejherowski;32
2020-10-27;starogardzki;45
2020-10-27;chojnicki;60
2020-10-27;sztumski;18
2020-10-27;kwidzyński;10
2020-10-27;kościerski;23
2020-10-27;nowodworski;4
2020-10-27;słupski;24
2020-10-27;lęborski;24
2020-10-27;człuchowski;6
2020-10-28;Gdynia;98
2020-10-28;Gdańsk;130
2020-10-28;Słupsk;48
2020-10-28;Sopot;15
2020-10-28;tczewski;28
2020-10-28;gdański;36
2020-10-28;kartuski;88
2020-10-28;bytowski;57
2020-10-28;malborski;26
2020-10-28;pucki;38
2020-10-28;wejherowski;44
2020-10-28;starogardzki;93
2020-10-28;chojnicki;32
2020-10-28;sztumski;8
2020-10-28;kwidzyński;24
2020-10-28;kościerski;35
2020-10-28;nowodworski;9
2020-10-28;słupski;48
2020-10-28;lęborski;28
2020-10-28;człuchowski;16
2020-10-29;Gdynia;67
2020-10-29;Gdańsk;153
2020-10-29;Słupsk;60
2020-10-29;Sopot;19
2020-10-29;tczewski;52
2020-10-29;gdański;52
2020-10-29;kartuski;83
2020-10-29;bytowski;52
2020-10-29;malborski;31
2020-10-29;pucki;23
2020-10-29;wejherowski;89
2020-10-29;starogardzki;49
2020-10-29;chojnicki;54
2020-10-29;sztumski;4
2020-10-29;kwidzyński;46
2020-10-29;kościerski;33
2020-10-29;nowodworski;11
2020-10-29;słupski;38
2020-10-29;lęborski;21
2020-10-29;człuchowski;16
2020-10-30;Gdynia;95
2020-10-30;Gdańsk;112
2020-10-30;Słupsk;87
2020-10-30;Sopot;19
2020-10-30;tczewski;82
2020-10-30;gdański;76
2020-10-30;kartuski;61
2020-10-30;bytowski;45
2020-10-30;malborski;32
2020-10-30;pucki;33
2020-10-30;wejherowski;67
2020-10-30;starogardzki;69
2020-10-30;chojnicki;84
2020-10-30;sztumski;12
2020-10-30;kwidzyński;28
2020-10-30;kościerski;36
2020-10-30;nowodworski;12
2020-10-30;słupski;57
2020-10-30;lęborski;35
2020-10-30;człuchowski;7
2020-10-31;Gdynia;105
2020-10-31;Gdańsk;170
2020-10-31;Słupsk;55
2020-10-31;Sopot;12
2020-10-31;tczewski;101
2020-10-31;gdański;49
2020-10-31;kartuski;79
2020-10-31;bytowski;68
2020-10-31;malborski;49
2020-10-31;pucki;34
2020-10-31;wejherowski;51
2020-10-31;starogardzki;127
2020-10-31;chojnicki;59
2020-10-31;sztumski;22
2020-10-31;kwidzyński;39
2020-10-31;kościerski;60
2020-10-31;nowodworski;25
2020-10-31;słupski;32
2020-10-31;lęborski;54
2020-10-31;człuchowski;21
2020-11-01;Gdynia;55
2020-11-01;Gdańsk;206
2020-11-01;Słupsk;18
2020-11-01;Sopot;18
2020-11-01;tczewski;89
2020-11-01;gdański;43
2020-11-01;kartuski;59
2020-11-01;bytowski;49
2020-11-01;malborski;55
2020-11-01;pucki;33
2020-11-01;wejherowski;42
2020-11-01;starogardzki;97
2020-11-01;chojnicki;59
2020-11-01;sztumski;21
2020-11-01;kwidzyński;47
2020-11-01;kościerski;42
2020-11-01;nowodworski;19
2020-11-01;słupski;17
2020-11-01;lęborski;35
2020-11-01;człuchowski;16
2020-11-02;Gdynia;196
2020-11-02;Gdańsk;122
2020-11-02;Słupsk;74
2020-11-02;Sopot;14
2020-11-02;tczewski;65
2020-11-02;gdański;68
2020-11-02;kartuski;78
2020-11-02;bytowski;46
2020-11-02;malborski;16
2020-11-02;pucki;26
2020-11-02;wejherowski;27
2020-11-02;starogardzki;0
2020-11-02;chojnicki;45
2020-11-02;sztumski;6
2020-11-02;kwidzyński;29
2020-11-02;kościerski;42
2020-11-02;nowodworski;15
2020-11-02;słupski;36
2020-11-02;lęborski;33
2020-11-02;człuchowski;29
2020-11-03;Gdynia;97
2020-11-03;Gdańsk;153
2020-11-03;Słupsk;50
2020-11-03;Sopot;20
2020-11-03;tczewski;74
2020-11-03;gdański;104
2020-11-03;kartuski;125
2020-11-03;bytowski;49
2020-11-03;malborski;45
2020-11-03;pucki;86
2020-11-03;wejherowski;99
2020-11-03;starogardzki;125
2020-11-03;chojnicki;109
2020-11-03;sztumski;15
2020-11-03;kwidzyński;26
2020-11-03;kościerski;41
2020-11-03;nowodworski;20
2020-11-03;słupski;38
2020-11-03;lęborski;27
2020-11-03;człuchowski;14
2020-11-04;Gdynia;172
2020-11-04;Gdańsk;145
2020-11-04;Słupsk;82
2020-11-04;Sopot;19
2020-11-04;tczewski;78
2020-11-04;gdański;90
2020-11-04;kartuski;97
2020-11-04;bytowski;83
2020-11-04;malborski;42
2020-11-04;pucki;69
2020-11-04;wejherowski;133
2020-11-04;starogardzki;75
2020-11-04;chojnicki;57
2020-11-04;sztumski;20
2020-11-04;kwidzyński;45
2020-11-04;kościerski;28
2020-11-04;nowodworski;25
2020-11-04;słupski;67
2020-11-04;lęborski;13
2020-11-04;człuchowski;12
2020-11-05;Gdynia;84
2020-11-05;Gdańsk;152
2020-11-05;Słupsk;36
2020-11-05;Sopot;26
2020-11-05;tczewski;70
2020-11-05;gdański;120
2020-11-05;kartuski;97
2020-11-05;bytowski;63
2020-11-05;malborski;47
2020-11-05;pucki;47
2020-11-05;wejherowski;73
2020-11-05;starogardzki;50
2020-11-05;chojnicki;48
2020-11-05;sztumski;15
2020-11-05;kwidzyński;42
2020-11-05;kościerski;77
2020-11-05;nowodworski;23
2020-11-05;słupski;25
2020-11-05;lęborski;21
2020-11-05;człuchowski;25
2020-11-06;Gdynia;101
2020-11-06;Gdańsk;201
2020-11-06;Słupsk;99
2020-11-06;Sopot;12
2020-11-06;tczewski;101
2020-11-06;gdański;140
2020-11-06;kartuski;65
2020-11-06;bytowski;80
2020-11-06;malborski;78
2020-11-06;pucki;67
2020-11-06;wejherowski;68
2020-11-06;starogardzki;76
2020-11-06;chojnicki;74
2020-11-06;sztumski;38
2020-11-06;kwidzyński;27
2020-11-06;kościerski;54
2020-11-06;nowodworski;42
2020-11-06;słupski;60
2020-11-06;lęborski;47
2020-11-06;człuchowski;21
2020-11-07;Gdynia;167
2020-11-07;Gdańsk;152
2020-11-07;Słupsk;44
2020-11-07;Sopot;14
2020-11-07;tczewski;157
2020-11-07;gdański;153
2020-11-07;kartuski;149
2020-11-07;bytowski;125
2020-11-07;malborski;103
2020-11-07;pucki;97
2020-11-07;wejherowski;71
2020-11-07;starogardzki;66
2020-11-07;chojnicki;63
2020-11-07;sztumski;62
2020-11-07;kwidzyński;62
2020-11-07;kościerski;57
2020-11-07;nowodworski;50
2020-11-07;słupski;34
2020-11-07;lęborski;25
2020-11-07;człuchowski;20

2020-11-08;Gdynia;155
2020-11-08;Gdańsk;174
2020-11-08;Słupsk;44
2020-11-08;Sopot;17
2020-11-08;tczewski;134
2020-11-08;gdański;73
2020-11-08;kartuski;95
2020-11-08;bytowski;60
2020-11-08;malborski;49
2020-11-08;pucki;51
2020-11-08;wejherowski;72
2020-11-08;starogardzki;50
2020-11-08;chojnicki;93
2020-11-08;sztumski;10
2020-11-08;kwidzyński;62
2020-11-08;kościerski;49
2020-11-08;nowodworski;29
2020-11-08;słupski;35
2020-11-08;lęborski;49
2020-11-08;człuchowski;34
2020-11-09;Gdynia;101
2020-11-09;Gdańsk;169
2020-11-09;Słupsk;28
2020-11-09;Sopot;10
2020-11-09;tczewski;95
2020-11-09;gdański;107
2020-11-09;kartuski;99
2020-11-09;bytowski;35
2020-11-09;malborski;47
2020-11-09;pucki;37
2020-11-09;wejherowski;70
2020-11-09;starogardzki;71
2020-11-09;chojnicki;26
2020-11-09;sztumski;23
2020-11-09;kwidzyński;51
2020-11-09;kościerski;36
2020-11-09;nowodworski;15
2020-11-09;słupski;30
2020-11-09;lęborski;39
2020-11-09;człuchowski;33
2020-11-10;Gdynia;176
2020-11-10;Gdańsk;189
2020-11-10;Słupsk;38
2020-11-10;Sopot;13
2020-11-10;tczewski;72
2020-11-10;gdański;68
2020-11-10;kartuski;48
2020-11-10;bytowski;33
2020-11-10;malborski;68
2020-11-10;pucki;44
2020-11-10;wejherowski;38
2020-11-10;starogardzki;53
2020-11-10;chojnicki;97
2020-11-10;sztumski;23
2020-11-10;kwidzyński;26
2020-11-10;kościerski;31
2020-11-10;nowodworski;35
2020-11-10;słupski;22
2020-11-10;lęborski;26
2020-11-10;człuchowski;16
2020-11-11;Gdynia;209
2020-11-11;Gdańsk;163
2020-11-11;Słupsk;67
2020-11-11;Sopot;12
2020-11-11;tczewski;48
2020-11-11;gdański;112
2020-11-11;kartuski;54
2020-11-11;bytowski;70
2020-11-11;malborski;39
2020-11-11;pucki;83
2020-11-11;wejherowski;73
2020-11-11;starogardzki;91
2020-11-11;chojnicki;82
2020-11-11;sztumski;15
2020-11-11;kwidzyński;39
2020-11-11;kościerski;43
2020-11-11;nowodworski;23
2020-11-11;słupski;27
2020-11-11;lęborski;56
2020-11-11;człuchowski;15
2020-11-12;Gdynia;117
2020-11-12;Gdańsk;142
2020-11-12;Słupsk;56
2020-11-12;Sopot;14
2020-11-12;tczewski;66
2020-11-12;gdański;50
2020-11-12;kartuski;62
2020-11-12;bytowski;100
2020-11-12;malborski;48
2020-11-12;pucki;54
2020-11-12;wejherowski;61
2020-11-12;starogardzki;36
2020-11-12;chojnicki;46
2020-11-12;sztumski;29
2020-11-12;kwidzyński;50
2020-11-12;kościerski;46
2020-11-12;nowodworski;29
2020-11-12;słupski;39
2020-11-12;lęborski;39
2020-11-12;człuchowski;30
2020-11-13;Gdynia;126
2020-11-13;Gdańsk;201
2020-11-13;Słupsk;41
2020-11-13;Sopot;13
2020-11-13;tczewski;96
2020-11-13;gdański;98
2020-11-13;kartuski;78
2020-11-13;bytowski;78
2020-11-13;malborski;36
2020-11-13;pucki;94
2020-11-13;wejherowski;109
2020-11-13;starogardzki;85
2020-11-13;chojnicki;93
2020-11-13;sztumski;17
2020-11-13;kwidzyński;41
2020-11-13;kościerski;85
2020-11-13;nowodworski;23
2020-11-13;słupski;36
2020-11-13;lęborski;54
2020-11-13;człuchowski;17
2020-11-14;Gdynia;161
2020-11-14;Gdańsk;141
2020-11-14;Słupsk;67
2020-11-14;Sopot;6
2020-11-14;tczewski;88
2020-11-14;gdański;51
2020-11-14;kartuski;156
2020-11-14;bytowski;59
2020-11-14;malborski;45
2020-11-14;pucki;45
2020-11-14;wejherowski;75
2020-11-14;starogardzki;92
2020-11-14;chojnicki;65
2020-11-14;sztumski;21
2020-11-14;kwidzyński;49
2020-11-14;kościerski;54
2020-11-14;nowodworski;43
2020-11-14;słupski;47
2020-11-14;lęborski;40
2020-11-14;człuchowski;23
2020-11-15;Gdynia;44
2020-11-15;Gdańsk;239
2020-11-15;Słupsk;38
2020-11-15;Sopot;14
2020-11-15;tczewski;67
2020-11-15;gdański;41
2020-11-15;kartuski;63
2020-11-15;bytowski;46
2020-11-15;malborski;54
2020-11-15;pucki;48
2020-11-15;wejherowski;104
2020-11-15;starogardzki;53
2020-11-15;chojnicki;40
2020-11-15;sztumski;10
2020-11-15;kwidzyński;28
2020-11-15;kościerski;45
2020-11-15;nowodworski;24
2020-11-15;słupski;32
2020-11-15;lęborski;19
2020-11-15;człuchowski;37
2020-11-16;Gdynia;192
2020-11-16;Gdańsk;97
2020-11-16;Słupsk;12
2020-11-16;Sopot;8
2020-11-16;tczewski;62
2020-11-16;gdański;115
2020-11-16;kartuski;47
2020-11-16;bytowski;22
2020-11-16;malborski;31
2020-11-16;pucki;49
2020-11-16;wejherowski;37
2020-11-16;starogardzki;57
2020-11-16;chojnicki;61
2020-11-16;sztumski;27
2020-11-16;kwidzyński;60
2020-11-16;kościerski;54
2020-11-16;nowodworski;20
2020-11-16;słupski;11
2020-11-16;lęborski;52
2020-11-16;człuchowski;23
